id,transcript
297," Apple saat ini berusaha menuhin perseratan TKDN di Indonesia biar bisa jual iPhone 16 secara resmi di Indonesia. Infodari kementerian-pain industriian Apple belum menuhin komin-men infestasinya yang diperluin buat dapat sertifikasi TKDN. Dari total komitmen infestasi sebesar 1,7 trillion, Apple baru infest sekitar 1,48 trillion. Jadi ada kurang sekitar 2400 mAh. Dan infotrahir Apple engan hanya membangun fabric di Bandung Indonesia, infestasinya sekitar 10 juta dolar lagi. atau sekitar 157 miliar rupie buat produk siasa-soris dan komponent penukung produk Apple lain. Infestasi Apple di Indonesia sih sebenernya ke awal rej. Poluban dingin infestasi Apple di Vietnam yang tembus 250,5 trillion rupie. Vietnam itu dikasih infestasi 150 kali lebih banyak dari Indonesia. Bu sehat, jauhnya."
298," Bua kadang terenama orang yang manya, produk elektronik ini oke nggak? Tampang liat harganya. Gimana ceritanya bisa menilai produk elektronik? Tampang liat harganya. Padahal harganya itu komponin paling penting buat bisa nilai itu produk oke. Ato kaga? Maa, buka ini nanya. Lalu sungguh jawab aja, Tampang filter. 34 is MS yang ditanya itu di hargan 4,2 juta. Isu barang Sampa! Gimana cara gue menilai itu Sampa? Dampang. Pergi kej.com, ketik monitor, filter bay 34 ins filter bay sales. Lu akan liat 3 brand dengan sales terbaik dan harga termura di China. Xiaomi, high-sense, hakacik. Semuanya itu di harga 3 juta kecil atau di bawah 3 juta. Next, gue liat jumlah penjualan mereka. Xiaomi dapat 2 kluri-luri review. High-sense dan hakacik masih ngasing dapat 1 kluri review. Satu review belum tentu beli satu yang beli belum tentu kasi review juga. Dekutnya yang gue spesifik ke MS yangutanya itu. Harga di China 5,6,3,7 juta. Lu tau terduali berapa? Ini di sana! Cuma 10. Dan buka si tahun, seberapa menyediakan itu? Pas lu tanya harga sebuah produk sama producen China. Orang yang di China, pake itu gak bakalan nassunca. Dia kan tanya balik, dan cuma ada satu pertanyaan yang ditanya. Lu mau bikin berapa quantitinya? Gak ada pertanyaan lain. Kalau MS, cuma bisa juang 60. Sedangkan Xiaomi, China, juang 20 ribu pis di China. Mungkin k MS bisa bikin monitor lebih bagus di banding Xiaomi? Ini bus! 1,2 kuri, di 100,000 tila 10 tim. Mbila lagi MS, jualan di Indonesia, mau untungnya gak kira-kira. Maksud 1,2,3 juta. Kalau gue letharga di topen. Xiaomi kemarin pas 12,11. Berhasil bantai, monitor 34, inseras minha itu di Indonesia. Sampai cuma 2, 3,2, lebih murah dari hatga. Lepehan pahari sama anak-mas pahari itu udah gak bakalannya keburu. Udah bahwa gak sekarang cara lihat barang-barang satu sampah. Easy! Ini topap game, inget di daily lawab."
299," Cet Gpt, bikin saham perusahaan pendidikan Cek, Turun Signifikan beberapa tahun terakhir. Dife body 2021, Maren, harga saham tuh capai puncaknya 115 US Dollar. Oktober 2004, Maren harga sahamnya Turun rastis 1,48 cents. Kalau begitu, Turun berarti 9,9 perusahaan. Sebagai respon, Cek itu ngeluncurin Cek Mate. Cek Mate, bodinya sendiri, mamus. Plasomei yang didukung sama Cet Gpt 4 untuk bantu siswa buat gertengin tugas. Tapi produk ini tetap jadi pertanyaan di kalangan analis. Bisa nggak ya, bod, sebeknya bisa. Dan lu masih tau Cet Gpt yang masih AI aja, udah mudahin banyak manusia. Sam Alman udah bilang, LGI muncul 25. Disitu lu tau Cet Gpt yang sekarang udah bagus itu just了. Itu masih level buat caingusan sebenarnya, belum yang dewasanya."
300," Bangguh semuanya terhadap pisi gua butuh disimpang da ya buat kelem garansi Jadi gua mulai ya, gua udah ngebangin peme Hmm, pas lu kelem garansi kebren sih Nggak ada yang dilihat selain invoice pembelian Ya, adilnya juga lhabarang bodinya gitu ya Rusak karena lu bating apa bukan Dus plus gabusnya sendiri mau lu buang ke Mau lu tayur dari bubuan terus lu bingung Ya ada efeknya maskali hame garansi produk lu sendiri Masalahnya, dus plus gabusnya itu totok itu perfect buat bubuh Terus produk yang lu punya seaman mungkin Semisa lu mau kelem garansi fiyat kita ingin rim Semisa lu al-serve center jauh dari rumah lu sendiri Apa? lu udah buang dus ya? Terus sekarang lu mau kelem garansi bingung buu sih pake apa? Satu kata, maaf! Kepaksa lu masih beli babal, kardus, lakban lu peking Deberapis-lapis biar panel dimonin peratuh TV lu Kaga pecapas pengiriman Komene-nya mau pusku kiri mineling Enggak topap game? Enggak di dari lawab"
301," Luban ini namanya TV di lepahin 11inz ini memang sebelumnya gua ada ngomong OLED di smartphone memang bisa rusak standard mata tapi tetap dibantai sama OLED TV karena layar hampir terlalu kecil tapi gimana kalau OLED di iPad? Android sync Apple selalu rasanya yang wahit ya Gila sih, TV sepat Sekarang udah pake CPM baru Em4 dan yang paling penting layarnya Tendom OLED 2 OLED di stock supaya bisa pus brightness Berarti iPad ini real HD Arbos Gila nya, panel itu mampus ribunit sehadar air di full screen Dimenerata terata TV, OLED pas lu hajar full screen full wide paling 220mapun Ya ini kebantu karena layar iPad yang nggak sekede TV Maksudnya itu masih berlalu di sini Maksudnya ini memang mahal Luban ini namanya TV di lepahin 11inz ini Maksudnya itu masih kerasa abu-abu dibanding bezel Tapi di ruangan lelab baru lah, hitam pekat OLED Itu ke luar Bui dia tipis banget ditangangan Gila ini Dan speaker ini, pagi sih, badan lu pake prbadi tuh Nikmat banget, saunya Tapi ketika lu banding namanya TV dalam hal ke Nikmatan muntut Masala iPad, muncul langsung Masala pertama, karena resolusi iPad 11inz ini Cuma sekitaran 16,68p Disney Hotstar, kualiti Ini saja cuma menentok Full HD HD-R memang kerasa Tapi ketajaman Content 4K Nggak bisa dikasih iPad ini Dan masalah kedua Ada di permainan analog Di TV OLED, izinnya, lu main 2 analog Di iPad Repot, lu masih pegang iPad Dan tangan satu lagi, nggak lalu asas sama sekali Ah kayak gini mah, iPad di bantai habis sama TV Apalagi di harga iPad Pro ini, 15 juta Jangan nupa beli iPad iPhone di studio ponci-on Masih lebih mahal di banding TV Samsung OLED 55in Ya tetap lah Ketika ada di film, itu nggak bisa dikalain sama sekali Ya, yang paling enak Lu punya dua-duanya 30 juta Kuala menanya analog, gua kira menelingnya Inget top up game, inget di dari rop"
302," keluu ada pergi kesancun dan jalan-jalan sehari yang kehwajang Matah lu tuh akan kebuka seberapa hey batacainya itu bikin produk ribren buat siapa aja yang mau beli dan lu jadi ngerti gimana cara kerja nya brand-brand on DM di Indonesia yang cuma ganti merik-duang yang cuma ribren lah dari produk cainya ya kalau asesori, segera hubungan nama teknologi atau keamanan sih ya harusnya fine-fin aja tapi kalau sampai ke ya power bank ini pasti lu beli brand-nya udah bener-bener teras hindari odm yang cuma ganti-ganti merik-duang apalagi kalau power bank itu udah klim-limp ke selamatan buat tipes autor bak keamanan nih, soalnya bukan hanya lu dan baterai dari divasih yang lu pakai tapi keamanan penumpang lainnya juga bergantung dari baterai ini buat ini brand-nya aman, simple nih gue selalu lihat jadi doat komen emang ngejaga produk-produk yang ini jual di websitenya lu ketik power bank, cukta gitu top 5 jualan power bank terbanyak DJ di dot com dan kalau lu lihat brand-nya ini memang fokus jual macam-macam bentuk power bank dan lu juga bisa lihat gak main-main jumlah terdualnya cukta kerenin gue piserisnya yang 90 watt hour dan di claim ini air-line safe atau aman dibawa ke pesawat konteks buat lu regulasi power bank yang boleh dibawa ke pesawat itu maksimal 100 WHA alasannya karena kalau amit-amit kejadian sesuatu sama power banknya pas pesawat lagi ada di langsung masih bisa ditangganin dengan aman cukta kerenin di tulis 25,000 mAh kalau pakai hitung hitung hasil darah nao wahanya itu sekitar 9.25 WHA jadi aman penulisan speknya gue suka banget lengkap di bagian belakangnya maksimal output dan single port maksimal output di terkalt banget di tulis semua dan retot kapa setinya juga tercantum dengan delas dan spek-spec lainnya juga sangat lengkap dan kalau gue tes emang hanya pakai meto udah kayak gini gue dapat disekitar 9.15 WHA sangat-sangat maksimal beda 25% dibandingkan di claim cukta dari segala margin of error efisien sih baterai energi yang kebuang ke panas ada juga energi yang kelayar cukta naois ini beda dan kalau gue hitung lagi wahanya dari emang yang gue dapat itu sekitaran 7.1 WHA dan yang gue nganyang ke produk ini udah dapatin review 10.000 WHA ternyata banyak juga orang yang butuh powerbank yang segede ini butuh boba dan terakhir gue ada tes suhu beda yang sama di colok pakai carde terbuk ada beda sekitar 3.00 WHA pas di cas sekitar 30.000 WHA masuk akal dan harusnya ini masih nais karena kalau udah dari visant sebuah maksimal suhu device itu yang di cas pakai powerbank 45.00 WHA kalau udah mempretain 50 WHA itu udah sangat bahaya buat baterai di visnya ya di suhu tinggi itu lo pegang di visnya juga udah sakit tangan nih makanya selalu kalau ada hubungan nama teknologi dan keamanan kindari ODM kan di kanti meredohak dan beli yang pasti pasti aja lingnya cukup tak di daerah kersi dan lu bisa top up game ke skalo di Tiday Top Up"
303," kamu menemakan makan salah karus, terasa mau amal juga. Jalan-jalan salah monitor kamu tuh yang udah butuh heartnya, 675 atau 111 heartnya. Heart Gitu bikin gambar yang ngeburu, susah diikutin sama mata, ujung-ujungnya kamu jadi mau alde. Makanya pasti ini 24 sampai 25 ini kamu update monitor kamu ke minimal 180 heart. Buat dapetin pengalaman game yang lebih asik, dan karena makin tinggi heartnya, makin clear gambarnya. Dan lebih gampang di trek pakai mata. Itu bisa kurangin mau kamu loh, tapi kamu lebih gampang pecain kepahamusuk. Pufufu! Aoc ini harganya di bawah 27 lo. Dan kamu udah dapetin daransi 3 tahun full berikut panaknya. Btw, aku coutuk ga sama monitor ya, aku denguk kamu di bawah ya."
304," Bagaimana, apa emonitor tanpa dipengengkayu itu 11kg di hitung? Tapi pas pengengkayu di hitung jadi 30kg. Hmm, lu harus tahu beli emonitor di onlin itu selalu di hitung volume. Gak pernah berat emonitornya sendiri. Ya karena berat emonitornya kebanyakan selalu lebih besar dibanding berat emonitor aslinya. Ya, eksperisinya gak merugi pasti hitung volume. Mianas apri hitungan volume itu, P kali L kali T dibagin 6 ribu, asil ada 4 kilogramnya. Pukasih contohnya disini. Buat pengengkayu sendiri yang buat tau sih dari JNA ya. Hitungan JNA itu perkalyen PLT nya terkepsama cuma ada tambahan ukuran. Panjang tambah 13cm, lebar tambah 5cm, tinggi tambah 5cm. Di kalian ketiganya, barulah lu bagi 6 ribu. Dan dengan tau hitungan kayak gitu, lu bisa tahu toko, tempat lu beli emonitor, maingin beratnya atau enggak. Dan lu bisa top up, game kesekan lu di GTD Top Up."
305," Nggak apa, itu sih orang-orang bilang top gaming? Bertaun tau, itu benar-benar jadi pertanyaan ini nggak pernah gue daftet jawaban memuaskan ya dari orang-orang yang beli, pas kota nya ya Ya aneh buat gue laptop gaming, laptop gaming pada dasarnya punya 2 chip CPU dan GPU semakin budget laptop gaming nya, layar nih itu sering sangat dikorbanin bisa jadi warnanya butuh, tuning warnanya dan tuning gaming nya bisa juga dikorbanin pula ngeblur lagam dari panel itu buat gaming belum lagi karena itu laptop gaming, kalau lu pakai buat kompetitif game sakit mata sama leher nubah layar kecil, lulih, saya juga bersinuh dulu sebutannya boleh laptop gaming tapi emaknya di pakai gaming harus dicolok sama layar monitor eksternah, liar lu pasti beli terpisah dan ngomongin soal colok laptop gaming ke monitor di laptop gaming, lu bisa bingung ini port HDMI atau USB-C nya connect ke GPU yang mana? internal GPU, kaya ada di processor atau GPU dedicated yang dikasih pertanyaan yang berikutnya mau misalnya jawab kalau port display nya connect ke IGP laptop nya IGP nya support sesuai sama port yang dikasih ga? misalnya ini port ini dikasih HDMI tuh poin oh bisa support 4K 60Hz ey IGP nya support cuma 4K 30Hz kan kok nyok? masalahnya belum susah, seterengar leptop laptop gaming nggak kasih tau lu juga nih sebelum beli leptop nya dia itu support maksuit nya buat pin dahin connect support display dari IGP ke GPU dedicated nya dan apa ada Nvidia optimus ke dalamnya? biar lu bisa ngerti cara kerja leptop gaming lu mau beli sistem kerja IGP dan GPU yang kerja sama nya ke gimana? begitu banyak pertanyaan, ngobot lu nggak bisa planning di awal mau beli leptop gaming, combo sama monitor yang ke gimana? bikin apa? lah bernya aja nggak selalu tulis spek lengkap port display output nya di web set emaknya kak? maaah, saat lu mau si beli dulu leptop nya pelajarin port nya sanggup berapa? tadi ya lu mau beli monitor 2K 20Hz tapi pas gut cek leptop nya cuma sanggup monitor 2K 80Hz terus mau balikin leptop nya, minta git balik pribet nya, atau lu beli monitor dulu? bawah monitor ke sior um-leptop, terus colog ke leptop nya ey ternyata leptop nya nggak support sama monitor nya terus lu nih kaya, ini nggak support karena maksuit nya belum gigant di settingannya apa emang nggak support dari netif nya dan kalau emang leptop nya nggak support, lu obok-obok di sior um-lik itu cari leptop nya support 2K 40Hz atau lu balikin monitor ke depan dobul monitor dan minta git balik bisa nggak, pampus ngelurai portnya jangan lupa, kalau beli ke beli display, linti, bernya linti, time sheet, HDMI 2.1 panjangnya 2 metar support resolusi 8K 60Hz atau 4K 120Hz plus sudah ada fitur HDR10 jadi buat lu yang punya monitor HDR bisa dipake sudah gara di 24 bulan linti, buat detail lengkapnya check deskripsi di mau dan lebih lagi, spesifikasi yang ditulis di laptop bisa jadi sama kaya PC tulis nya misalnya lu lihat leptop fx 4060 lu jangan sampai mic ya, kalau kemampuan sama kaya 4060 nya PC LordCheck, listrik yang dibolehkan makanan airtags itu berapa itu pengaruh sama kemampuan GPU nya dan lu juga harus check leptop gaming itu jalan maksimal harus terus-susan dicoloknya nistrik dan pas ga di colok elistik seberapa jatuh performans nya lu mesti tahu dan apa ke tuning brandnya bagus nggak di software buat pisain performance itu dan apa lu bisa terima performance yang dipotong itu ketika lu ga colok elistrik ya tambah lagi nih lu juga harus check review itu cooling dari laptop yang lama beli itu bagus ga pas laptop gamingnya dikebar buat dinginin 2 chip di laptop yang ada CPU dan GPU nya lah kalau tuning coolingnya gue nge-pluk dari brandnya ya lu pasti rapot lagi cari laptop gaming lagi lu lihat lagi review lu lah jari lagi ulang sampai di ujung sana ya lu check review di online coolingnya udah oke nih bentukkan laptop nya juga udah lusuka lu beli laptop gaming itu nah laptop gamingnya ada 2 chip di dalamnya CPU GPU lu keberlang gaming tf hari kebali lu di akhir lu juga mesti terima dengan ada 2 chip di dalamnya berarti resiko laptop gaming itu rusak 2 kali 4 lebih besar dibanding laptop yang cuma ada prosesor di dalamnya tambah ada GPU dari ketit ya memang itu ga selalu terjadi tapi ini laptop gaming ada 2 chip di dalam laptop biasa 1 chip lu prosesor dan raya lu juga masih terima laptop gaming pada umumnya biasanya lebih berat dibanding laptop kerja kayak gini ya legan banget kan ya dan raya gue pernah denger alasan dari orang yang beli laptop gaming dia bilang biar bisa gaming gimana aja ya kok bingung lah kapan terakhir kali lu lihat orang pergi ke cafe shop buat gaming dan lagi kalau gamingnya single player lu mah ini ya di rumah ya boss bukan lebih nyaman dibanding lu gaming di cafe shop kalau gamenya multiplayer ya lu tinggal main onan aja di rumah boss enak lagi pas lagi kebelok ya lu tinggal berak aja itu oleh turun malu yang udah pasti lu nyaman ya ya lebtore gaming pasti ada yang butuh buat orang-orang yang mungkin kuliah di luar dageri dia mau sambil gaming di luar ngebi bisa buat kerja juga dan karena performen laptop gaming lebih besar biasanya sering kali memang dipakai sama orang-orang creative yang mestir render cepet di luar rumpah itu misalnya contohnya same day edit orang-orang di kahan atau pekerja kreatif lainnya yang 3D rendering ya segala macam lah yang ada hubungan dengan render foto atau video yang mau cepet tapi di luar rumah tapi buat majoritas orang apakah gue nah bila laptop gaming di tengah dunia yang udah ada produk yang masih masih lu sering kerja di luar ada laptop biasa ada MacBook juga lu mau fokus gaming ya lu bisa rakyat PC itu performen dan cooling ya udah pasti lebih baik di banding laptop gaming dan lagi kalau lu bener-bener mau gaming bisa dimana aja mulai ada segment baru ya kayak legend gue ini yang Windows juga aneh sih buat gue laptop gaming dimana nya masuk akal boti bila apalus 7 atau 7 margu-margu-gua lu bisa komen di bawah inget top up game inget di ddri-tawap"
306," Ada konax ngesyir soal loker buat posisi CS Judal di poipet Cambodia. Nujunya, siarat jadi CS Judal tuh gabullen, man. Dudu ti. Iro nih, kan? Ya poipet ini mau udah terkenal lah. Jadi kota Judi dari liputan 5D 2017. Dutup besar Indonesia buat Cambodia bilang, kalau sekarang jumlah warga negara Indonesia yang netap di Cambodia bertambah tiap tahun, seiring dengan mauabahnya industri judy online. Alasannya, jelas karena industri judy online, nah gali kamu jaku susu di kota-kota perbatasan kebapuran, kebapuran, poipet, dan sinan ufiel. Sayangnya kabar itu gak punya data secara langsung apakah memang when yang datang ke Cambodia itu bekerja langsung di judol atau gak, tapi santo mengakui. Kalau ngeliat peternya memang seperti itu, ada kaitan. Data 2018-2019, jumlah when di Cambodia itu cuma 3 ribu. Dan di tahun 2003, when di Cambodia jumlah menjadi 120 ribu. Termasuk adalah 80 ribu orang yang lapor, kalau bakalan st di Cambodia long term, selama 69 sampai 1 tahun. Gila itu naya ke 40x 40 kali dalam waktu 4 tahun. Santo udah prani kisi tahun 2004, when di sana bisa tambus 150 sampai 6 ribu orang. Ada juga salah satu tweet dari x, nunjukin screenshot map di sekitaran kota poipet. Nunjukin kalau banyak warung khas Indonesia kayak angkeringan bos, arena-angkeringan, picelele serkan di dua miayam, bakas nunjukkan bahas obocir, rumah mongker rakyat poipet, bahkan ada yang berbual. So, gitu. Segi tuh banyaknya orang Indonesia yang kerja di sana. Pantusan, butren wang judol nye sampai 100 trillion. Oh, makat. Dan lu bisa top up game kesekan lu di gt. top up."
307," Teram kepilih di Presiden US, akan bikin ketegangan untuk mencaina. Terus import produk caina ke US bisa naik 60% dan ada akturan terakhir Amerika juga suruh TSMC stop dulu pengiriman chip ke caina. Dan kalau masalahnya terus bergulir, kecena terus mengurut lu market mana? Yang di tujuh caina buat dualan. Dimana lagi yang paling super buat dualan baharannya murah dan bagus. Di Indonesia lah, 27.2K, 188Hz IPS, harga udah 1.4K, 2.5K, 4HD dan QAP Gaming, bedanya 200-300 ribu. Lu kebayang nggak, 25 harga monitor kayak gimana di Caina? Dan kalau prediksi gue bener, Caina akan bombardir, barang-barang kayak Indonesia, harga Caina itu nggak kejauh dari Indonesia. Bakan Xiaomi udah nunjuk kini, harga Xiaomi bisa dibawah kayak Indonesia. Jadi pasti en, kalau lu mau beli monitor sekarang, sampai akhir 2004 ini, lu mesti dapetin harga di Skoln sedalam dalamnya. Supaya nggak terus sakit hati, ngelihat harga monitor di 2025, atang lebih yung sepagi. Dan lu bisa top up game keskalu di GTD Top Up."
308," Mungkin hari kulit mau ketingούke武 Artem... ...makin kuat simplesnya Sumah 때- beginnen selanjian kepada itu ya makin emang ber residential Yeah Decep. Kenapaitzer kehrim sisi napera ini? Enak ada penchantur, ku akan puing cerikan84�데 ini hasil banyak ak SSD Ke lindungan ragu ainsiaku"
309," Apa lu tahu kalau lu bayar bulanan terjadi piti yang $20 itu, lu otomatis udah bisa pakai soar. Eh, ay yang tinggal lu ketik langsung jadi video. Hasilnya gila! Lia itu cewet! Kalau gue ga bilang ini dari ay mungkin lu percaya itu cewet asin. Dan lebih gila nya lagi, itu cuma dibikin dalam waktu 200. Eh, gue ga keba, yang siber banyak kerja nya bakal ilang di 2000-2005. Dan lu bisa top up game kesekan lu di GTD Top Up."
310," Gamepad sih produk yang bukan tiap hari lupi, makanya saran-lua pati in lu beli brand interasional yang emang udah jualan banyak banget, ngembuhat harga dan faili yang lu dapet itu, jadi seimbap. Jadi welcome China, lu ketiga gamepad filter by sale, lu bisa lihat satu dan tiga brandnya siapa dan kelihatan juga total review-nya, udah segi-gitu banyaknya. lu juga bisa lihat brand ini emang focus-bikin produk gamepad gamepad gini-gini ya. Fariannya begitu banyaknya. Dan buat barang gini ya, bukan hanya lu harus cari brand yang bikin hardware bagus, brandnya juga harus develop software reset di gini. Bakan game set sedia ini scored buat 3-5 feedback dari orang-orang yang beli supaya bisa fake software-nya, semisa kenapa- kenapa, kayak ada bakla, ada error-lah, ada troubleshooting juga di dalam, plus ada facts juga untuk tiap produk, ya semisa lu ada pertanya-pertanyaan yang belum terjawab. Tiga hal itu yang membuat buat selalu sarannya lu semua, hindari beli barang-barang ODM ini cuma ganti-ganti merik-guh. Enggak lah beli barang ini ya, enggak tiap hari waz, beli lebrennya udah teras, yang develop hardware dan software sendiri, biar kepuasan yang udah patin maksimal. Game start baru upgrade cyclone ke versi 2, sekarang udah seri buhards, keabel ataupun wireless, whole-effect lengkap, game start juga ada flop lagi switch unik, buat tuntik triggernya. Game start juga mulai, claim gamepad gamepadnya itu 12 bit, yang membuat input lu game itu lebih detail, dan lebih presisi dibanding analog pada umumnya, dan gotes pakai 2 metode, gamepad ini beneran real 12 bit. Dan ini lah yang gue suka sama bran yang beneran, emang fokus, game start udah tau formula field gamepad, yang enak tuh kayak gimana, dari air gonya, field penjapan-japan, atau moldom-moldnya, di pad trigger, lock-un, lock trigger-nya, kerasas switch berkualitas. Dan empe paling, harus gue appreciate ada di design gamepadnya. Kalau lu perhatikan, design gari saya ini bener-bener di chatak ke bodinya, dan bodinya pun udah bertekstur biar grip lo tuh lebih firm lagi, pasti pakai main. Dan kalau lu perhatikan lagi, bodinya ini pun, dibingin roasted sedikit tembus pandal, biar lampu, di dalam ini bisa kelihatan keluar, dan ga nora. Ya gue ngobah sih di design ini selera gue, atau bukan itu subjitivitas yang ga penting, yang gue mau bahas, design begini cuma bisa dicapai sama bran yang bener-bener fokus, dan produksi quantiti banyak barulah, harga produk ini bisa terjangkau. Kalau lu lihat harga cahayainannya sih, emasih tanpa doktor carjurnya, cuma 5.000 ribu, dan yang inku doktornya, itu 610 ribu. Ya seperti biasa, toko-toko Indonesia akan selalu goreng, barang baru nih game sir, harganya tembus merek-100 ribu. Buat lu yang gara ya, ga apa, tunggu beberapa bulan lagi aja, tar harga-jua turun, ngera, ke harga cahayainnya. Sebagai dan kesennya ini game sir. Ga apain lu, lu lihat odium-odium yang ganti ganti merik-kola, badu, gitu. Dan lu bisa top up, game ke skan lu, di diri top up."
311," biar monitor gua lagu yang di mana? soal meja gua gak solit hmm, dari pertanyaan ya sebenarnya lu udah tau jovan paling gampang ya ya beli meja baru yang bagusan di sisi lainnya gua yakin ada cara buat ngakalin meja goyang lu itu jadi lebih kokok tapi apapun pilihan lu sebenarnya lu harus sadar kalau lu tetap korbanin sesuatu lu beli meja baru lu korbanin duit yang lu punya demi kenyamanan dan hemat waktu tapi kalau lu cari cara karena kali ini ya lu yang sekarang lu juga korbanin sesuatu ya itu waktu lu yang mungkin bisa lu pakai buat cari duit juga misalnya tergantung lu tinggal lu lebih rara korbanin yang mana dan lu bisa top up game kesekan lu di gtd top up"
312," Ya ampun, dia 1,5 juta Kau mau udah dapetin monitor yang bagus buat gaming dan editing Clash daransingnya 3 tahun Dan kau panelnya ada 1, bisa kelem garanti Asta ga di 2020 saat 180Hz IPS udah semua rinit Dan Skyward tuning panelnya juga oke buat editing Kamu bisa ganti prisa nya ke di CIP 3 buat edit gitu Play-Sys Play-Sys 3 dan prisa S-RGB buat editing pretty good"
313," dan monitor bagaimana pengetel di masyarakat ini sih? hmmm, biasa nyamon itu udah kasih pengetel, emang udah gak kasih tombo lainnya sedangkan pas lumainin, kiri kanan apa sebauah selalu masuk ke balian setting monitornya mati ini sebenarnya segerhana penyikat aja pengetelnya tiga detik inget top up game, inget di diri lawap"
314," Nah, sama pengen ke PS4 lebih awet daripada pihsi. Kata tengok pengen pergi tu, suali. Hmm, yang namanya elektronik, ke awetane itu sebagian besar tergantung ke stabilan biar. Strik dan installa silis. Strik di rumah lu sendiri. Sebagian kecilnya tergantung hokey makanya ada garansi. Lagian bagaimana logika aja? PS5, justring overheat di banyak game-game yang mereka ngobong optimise. DPC, kalau lu raci kebener, overheat sih hamir lah akan terjadi. Lagian aneh di 2024 ada aja yang kepikiran mobilin-limba. Jepang PS5, lu lihat game-game-game-game-game masalah yang besar udah di steam. handheld gaming juga kayak ROG LL, legend ghost, tim itu udah nalf, mau support mereka. Berarti lu bisa mainin game dimana aja game-game-game-stim itu. PS5 langsung dilepahin sama handheld gaming. Di gini an, kalau lu beli, lu udah langsung dapet display. Pat screen mula, lu liat. Bisa windows, pula, bisa dipake buat kerja berarti. Lu beli PS5, mesti beli TV lagi, go, vlog ga? Udah jelas ring baca panggit, tutu kasih tanggung, kerugian, ton, trots. Lagi kalau emang bener-bener terpaksa, lu butuh banget konsol. Iya, beli aja, Xbox Series, harga lebih murah. Bui sisanya bisa lu tak, buat keperluan lebih penuh sih. Cari biu susah, maksudnya. Ingat top-up game? Ingat di dari tauap."
315," Kita semua mesin itu yang gila, sama kompetisi, makat HP yang gila-gila. Ini display-display di HP, udah pada sinting semua, lu liat da. X25 Ultra, 2K, Dilar, 7K. HTPA nya, Hander Tembush, 500, itu pajemnya, luar biasa. Dan yang paling gilanya, ada di keterangan, 200,600 Nits peaknya, gusar. Dan buat lu tahu seberapa terang itu, monitor atau TV OLED, pada umumnya yang bisa ngepost HDR, itu paling menonton-mento, 3K, pikknya, menonton di atasnya. X25 Ultra, mampu ngepus 2,6K, gila-ngga. Loliat, gua hajar nibom atari, masih melawan, untuk HP nya. The brightness bisa serang itu krasa, banget pas dulu, nonton HDR di sampe protaha, itu bagian-bagian terangnya. Amulit terus 20h, juga smooth banget buat scrolling, buat gaming, udah sangat-sangat gelas ini bener-fisil banget. Tapi, problemnya itu pas nonton film, karena layar, cuma 14,40 lupi, lu lihat sendiri. Distair hotstar, yang maksimum, itu cuma 18 lupi. Filum, 10,8 lupi, lupi di panang 14,000 lupi, ya tidak, in the scaling, ketademan yang menurut. Penalnya memang dewas kali, tapi nonton, tuda bisa maksima. Dari banyak orang breng yang datang ke tempat gua, HP nya tuh ngering ribos. iPhone 11 Pro, S24, S25 Ultra, OLED OLED, OLED 10 crazy itu. Sekalinya, gue kasih nonton 4-2 C3, 15 menit, ya. Matam mereka lu, sakang sobu, langgal, liat TV, TV mereka, dia udah mau udah pastik busuk semua, lu lihat ya, aku ngesini yang sama, di TV gue bisa mode 4K, jadi jangan batok, aku nge-gobirain gitu ya, film yang gue show, ke orang-orang itu selalu sama. Limit less, episode 1, past air where cool item ini ngomong, lu perhatikan, di TV, berhenti, bener-bener luar, biasa kanik matahnya, matah lu, akan langsung kakit, kena yang terpenel, bisa sebagus itu. Film kedua, itu monster ink, 2021 itu. Nge-liat bulu-bulunya Sullivan, bergoyang pas karak terai gerak. Lu akan tak jubah sebab pede wanya, penelala di diri bisa nge-puss film, 24 tahun yang lu, serasa, film baru, dan sin terakhir itu yang paling ingat, Infinity War, sin pertama kali tahun istak, munjukin nanusutnya berantem dari situ. Wadah, cukup 15 menit, total dari 3, sin itu, rusak pasis tanat matahoran. Dan sekalai gue bilang, sejanggi apapun penelala HP lu yang tujuk insitu, akan kerasa sampah ngelawan TV oleh LG 424, apalagi yang lebih tinggi, yang berat tersebut lebih trang. Size itu paling netur rodi sini, ditambah lagi, kemarin pedaftu, 424, cuma 79,5 juta. rusak itu harganya, yang gilanya. Tidaknya, 5 itu berulah, sudah 119, lu sendiri dah harga USS 9, 11 juta berat ini Indonesia. Disko 40, 33% bisa. LG Indonesia bisa sulap tu harganya. 42 insolet, itu cara termuda, dan tertepat, gue tuh rusak nantang, oh menurut sang, makirin linginya. Eh, ngat apa-apa game? Eh, ngat di dari lawab."
